estacion,fecha,umbral,conteo
19,13-03-2021,AMARILLO,1
19,13-03-2021,NARANJA,1
19,13-04-2020,AMARILLO,1
19,14-03-2020,AMARILLO,1
19,14-03-2020,NARANJA,1
19,14-08-2020,NARANJA,1
19,16-08-2020,AMARILLO,1
19,17-05-2022,AMARILLO,1
19,18-07-2021,AMARILLO,1
19,19-07-2021,AMARILLO,1
20,08-09-2022,ROJO,1
20,09-06-2022,NARANJA,1
21,09-09-2020,AMARILLO,1
20,29-05-2022,AMARILLO,1
20,27-02-2021,AMARILLO,1
20,27-03-2022,AMARILLO,1
20,27-03-2022,NARANJA,1
20,27-07-2021,AMARILLO,1
20,27-07-2021,NARANJA,1
20,27-07-2022,NARANJA,1
20,27-08-2021,AMARILLO,1
20,27-12-2019,AMARILLO,1
20,28-02-2021,AMARILLO,1
20,28-02-2021,NARANJA,1
20,30-05-2022,NARANJA,1
20,26-12-2019,AMARILLO,1
21,02-01-2020,ROJO,1
21,02-12-2020,AMARILLO,1
21,03-04-2022,AMARILLO,1
21,03-11-2020,AMARILLO,1
21,06-09-2020,AMARILLO,1
21,07-01-2022,AMARILLO,1
21,07-09-2021,AMARILLO,1
21,07-11-2019,AMARILLO,1
21,07-11-2019,NARANJA,1
21,07-11-2020,AMARILLO,1
20,26-12-2019,NARANJA,1
20,26-07-2020,AMARILLO,1
20,10-05-2022,AMARILLO,1
20,18-10-2021,AMARILLO,1
20,10-05-2022,NARANJA,1
20,10-09-2020,AMARILLO,1
20,12-09-2020,AMARILLO,1
20,13-04-2020,AMARILLO,1
20,13-04-2020,NARANJA,1
20,15-11-2020,AMARILLO,1
20,15-11-2020,NARANJA,1
20,16-10-2021,AMARILLO,1
20,17-08-2021,NARANJA,1
20,18-09-2020,AMARILLO,1
20,18-10-2021,NARANJA,1
20,25-11-2021,AMARILLO,1
20,19-03-2022,AMARILLO,1
20,19-03-2022,NARANJA,1
20,20-10-2019,AMARILLO,1
20,20-10-2019,NARANJA,1
20,21-10-2020,AMARILLO,1
20,23-10-2021,AMARILLO,1
20,24-05-2020,AMARILLO,1
20,24-09-2021,NARANJA,1
20,25-09-2021,NARANJA,1
20,25-10-2020,AMARILLO,1
16,01-06-2020,AMARILLO,1
15,30-06-2022,AMARILLO,1
15,29-06-2020,AMARILLO,1
7,26-12-2021,AMARILLO,1
6,05-09-2021,AMARILLO,1
6,05-09-2021,NARANJA,1
6,07-07-2020,NARANJA,1
6,08-04-2020,AMARILLO,1
6,08-04-2020,NARANJA,1
6,09-08-2020,AMARILLO,1
6,09-10-2021,AMARILLO,1
6,13-04-2020,AMARILLO,1
6,13-05-2020,AMARILLO,1
6,13-05-2022,AMARILLO,1
6,13-05-2022,NARANJA,1
6,13-10-2019,AMARILLO,1
6,14-10-2021,NARANJA,1
6,15-04-2020,AMARILLO,1
6,15-10-2020,AMARILLO,1
6,15-11-2020,AMARILLO,1
6,15-11-2020,NARANJA,1
6,16-08-2020,AMARILLO,1
6,16-08-2020,NARANJA,1
6,16-10-2019,AMARILLO,1
6,16-10-2019,NARANJA,1
6,17-06-2020,AMARILLO,1
6,17-08-2020,AMARILLO,1
6,03-11-2020,ROJO,1
6,02-11-2020,NARANJA,1
6,02-11-2020,AMARILLO,1
5,20-11-2021,AMARILLO,1
5,12-09-2020,AMARILLO,1
5,13-01-2021,AMARILLO,1
5,16-03-2020,AMARILLO,1
5,18-05-2020,AMARILLO,1
5,18-08-2021,AMARILLO,1
5,18-12-2019,AMARILLO,1
5,19-08-2021,AMARILLO,1
5,19-08-2021,ROJO,1
5,20-07-2021,AMARILLO,1
5,20-08-2021,NARANJA,1
5,21-08-2021,AMARILLO,1
5,29-07-2021,AMARILLO,1
5,21-08-2021,NARANJA,1
5,21-10-2021,AMARILLO,1
5,21-11-2021,AMARILLO,1
5,24-02-2020,AMARILLO,1
5,24-02-2020,NARANJA,1
5,26-10-2019,ROJO,1
5,27-02-2020,AMARILLO,1
5,27-02-2020,NARANJA,1
5,28-10-2021,AMARILLO,1
5,28-10-2021,NARANJA,1
6,18-06-2022,AMARILLO,1
6,18-08-2020,AMARILLO,1
6,18-09-2022,AMARILLO,1
7,18-11-2019,AMARILLO,1
7,07-01-2022,NARANJA,1
7,07-07-2020,AMARILLO,1
7,09-03-2020,AMARILLO,1
7,12-03-2021,AMARILLO,1
7,12-03-2021,NARANJA,1
7,12-09-2022,AMARILLO,1
7,12-09-2022,NARANJA,1
7,12-10-2019,AMARILLO,1
7,14-06-2022,AMARILLO,1
7,15-05-2020,AMARILLO,1
7,18-11-2019,NARANJA,1
7,04-06-2020,AMARILLO,1
7,19-08-2020,AMARILLO,1
7,20-03-2022,AMARILLO,1
7,21-06-2022,AMARILLO,1
7,21-10-2019,AMARILLO,1
7,23-02-2022,AMARILLO,1
7,23-02-2022,NARANJA,1
7,24-02-2022,AMARILLO,1
7,24-02-2022,NARANJA,1
7,24-03-2022,AMARILLO,1
7,24-11-2019,AMARILLO,1
7,07-01-2022,AMARILLO,1
7,04-04-2022,ROJO,1
6,23-06-2020,NARANJA,1
6,27-11-2021,AMARILLO,1
6,23-08-2020,AMARILLO,1
6,24-05-2020,AMARILLO,1
6,24-06-2022,NARANJA,1
6,24-07-2020,AMARILLO,1
6,24-07-2020,NARANJA,1
6,24-12-2019,AMARILLO,1
6,26-10-2019,AMARILLO,1
6,26-11-2021,AMARILLO,1
6,26-11-2021,NARANJA,1
6,27-07-2021,AMARILLO,1
6,27-11-2021,NARANJA,1
7,04-04-2022,AMARILLO,1
6,29-11-2019,AMARILLO,1
6,30-03-2022,AMARILLO,1
6,30-03-2022,NARANJA,1
6,30-05-2022,AMARILLO,1
6,30-06-2020,AMARILLO,1
7,01-04-2022,ROJO,1
7,01-06-2022,AMARILLO,1
7,03-01-2022,AMARILLO,1
7,03-01-2022,NARANJA,1
7,03-04-2022,NARANJA,1
5,12-03-2020,NARANJA,1
5,12-02-2021,AMARILLO,1
5,10-08-2021,NARANJA,1
2,17-03-2020,AMARILLO,1
2,09-12-2019,NARANJA,1
2,11-06-2022,AMARILLO,1
2,11-07-2020,AMARILLO,1
2,11-07-2020,NARANJA,1
2,11-09-2022,AMARILLO,1
2,15-08-2020,AMARILLO,1
2,15-08-2020,NARANJA,1
2,16-07-2020,AMARILLO,1
2,16-07-2020,NARANJA,1
2,16-08-2020,AMARILLO,1
2,18-02-2022,AMARILLO,1
2,08-02-2021,NARANJA,1
2,20-02-2022,AMARILLO,1
2,20-10-2019,NARANJA,1
2,21-07-2020,AMARILLO,1
2,22-06-2020,AMARILLO,1
2,23-04-2020,AMARILLO,1
2,23-05-2020,AMARILLO,1
2,23-05-2020,NARANJA,1
2,23-11-2019,AMARILLO,1
2,24-06-2022,AMARILLO,1
2,25-06-2022,AMARILLO,1
2,08-09-2020,AMARILLO,1
2,07-11-2019,ROJO,1
2,26-10-2019,AMARILLO,1
1,22-07-2022,AMARILLO,1
1,04-04-2022,NARANJA,1
1,07-06-2022,AMARILLO,1
1,08-09-2021,AMARILLO,1
1,11-03-2022,AMARILLO,1
1,13-06-2022,NARANJA,1
1,14-07-2022,NARANJA,1
1,15-05-2022,AMARILLO,1
1,15-05-2022,NARANJA,1
1,17-07-2022,NARANJA,1
1,18-07-2022,ROJO,1
1,22-07-2022,NARANJA,1
2,07-10-2021,ROJO,1
1,22-07-2022,ROJO,1
1,23-05-2022,AMARILLO,1
1,24-09-2021,AMARILLO,1
1,30-08-2021,AMARILLO,1
1,30-09-2019,NARANJA,1
1,31-07-2022,AMARILLO,1
2,03-08-2020,AMARILLO,1
2,06-01-2022,AMARILLO,1
2,06-10-2021,AMARILLO,1
2,07-07-2020,AMARILLO,1
2,26-06-2020,AMARILLO,1
2,26-10-2019,NARANJA,1
5,10-01-2021,AMARILLO,1
5,03-05-2020,AMARILLO,1
4,20-03-2022,AMARILLO,1
4,27-02-2020,AMARILLO,1
4,27-02-2020,NARANJA,1
4,27-06-2022,AMARILLO,1
4,28-03-2022,NARANJA,1
4,28-04-2020,AMARILLO,1
4,30-09-2019,NARANJA,1
5,01-10-2021,AMARILLO,1
5,01-12-2019,NARANJA,1
5,02-10-2021,AMARILLO,1
5,04-09-2020,AMARILLO,1
4,18-06-2022,AMARILLO,1
5,04-10-2019,NARANJA,1
5,05-01-2021,AMARILLO,1
5,05-01-2021,NARANJA,1
5,05-01-2021,ROJO,1
5,05-10-2021,AMARILLO,1
5,07-05-2020,AMARILLO,1
5,07-09-2021,AMARILLO,1
5,07-09-2021,NARANJA,1
5,08-10-2021,AMARILLO,1
5,09-09-2021,AMARILLO,1
4,19-05-2022,AMARILLO,1
4,13-07-2022,AMARILLO,1
2,27-10-2021,AMARILLO,1
3,11-06-2022,NARANJA,1
2,27-10-2021,NARANJA,1
2,28-02-2020,AMARILLO,1
2,29-01-2020,AMARILLO,1
2,29-08-2020,AMARILLO,1
2,30-04-2020,NARANJA,1
2,30-06-2020,AMARILLO,1
2,30-06-2022,AMARILLO,1
2,31-08-2020,AMARILLO,1
3,03-06-2022,AMARILLO,1
3,11-06-2022,AMARILLO,1
3,18-06-2022,AMARILLO,1
4,13-06-2022,AMARILLO,1
3,19-07-2022,AMARILLO,1
3,25-06-2022,AMARILLO,1
3,26-06-2022,AMARILLO,1
3,26-06-2022,NARANJA,1
3,28-09-2022,AMARILLO,1
4,02-04-2020,NARANJA,1
4,03-04-2020,AMARILLO,1
4,03-04-2020,NARANJA,1
4,09-10-2019,AMARILLO,1
4,11-06-2022,AMARILLO,1
7,25-03-2022,AMARILLO,1
7,27-02-2020,AMARILLO,1
15,28-07-2022,ROJO,1
7,27-02-2020,NARANJA,1
11,11-11-2019,AMARILLO,1
11,11-11-2019,NARANJA,1
11,14-07-2022,AMARILLO,1
11,16-08-2020,AMARILLO,1
11,16-12-2019,AMARILLO,1
11,17-08-2021,AMARILLO,1
11,19-08-2020,AMARILLO,1
11,20-03-2022,AMARILLO,1
11,20-05-2022,AMARILLO,1
11,20-09-2021,AMARILLO,1
11,21-09-2021,AMARILLO,1
11,22-11-2019,AMARILLO,1
11,22-11-2019,NARANJA,1
11,24-01-2020,AMARILLO,1
11,24-08-2020,AMARILLO,1
11,27-11-2021,NARANJA,1
11,28-06-2022,AMARILLO,1
11,28-10-2021,AMARILLO,1
11,30-07-2020,AMARILLO,1
11,30-10-2021,AMARILLO,1
11,31-03-2022,AMARILLO,1
11,31-12-2021,AMARILLO,1
12,13-05-2022,AMARILLO,1
11,10-06-2022,AMARILLO,1
11,08-10-2021,AMARILLO,1
11,04-09-2020,AMARILLO,1
10,28-12-2021,AMARILLO,1
10,27-08-2020,AMARILLO,1
10,27-10-2021,AMARILLO,1
10,27-10-2021,NARANJA,1
10,27-11-2020,AMARILLO,1
10,27-12-2021,AMARILLO,1
10,28-02-2022,AMARILLO,1
10,28-05-2022,AMARILLO,1
10,28-10-2021,AMARILLO,1
10,28-11-2021,AMARILLO,1
10,28-11-2021,NARANJA,1
10,28-12-2021,NARANJA,1
11,04-06-2022,AMARILLO,1
10,29-03-2022,NARANJA,1
10,29-09-2020,AMARILLO,1
10,29-09-2020,NARANJA,1
10,30-05-2022,AMARILLO,1
10,30-05-2022,NARANJA,1
10,30-06-2020,NARANJA,1
10,30-10-2021,AMARILLO,1
10,30-10-2021,NARANJA,1
10,31-05-2022,ROJO,1
11,03-07-2020,AMARILLO,1
12,13-07-2022,AMARILLO,1
12,13-07-2022,NARANJA,1
12,17-07-2022,AMARILLO,1
15,05-12-2020,NARANJA,1
14,30-05-2022,NARANJA,1
14,30-12-2021,AMARILLO,1
14,30-12-2021,NARANJA,1
15,01-07-2022,AMARILLO,1
15,01-10-2020,AMARILLO,1
15,02-07-2022,AMARILLO,1
15,04-08-2022,ROJO,1
15,04-10-2021,AMARILLO,1
15,04-12-2021,NARANJA,1
15,05-12-2020,AMARILLO,1
15,07-09-2021,AMARILLO,1
14,24-10-2021,NARANJA,1
15,07-09-2021,NARANJA,1
15,09-12-2020,AMARILLO,1
15,11-05-2022,AMARILLO,1
15,11-06-2022,NARANJA,1
15,14-09-2020,AMARILLO,1
15,19-12-2020,AMARILLO,1
15,19-12-2020,NARANJA,1
15,23-12-2019,AMARILLO,1
15,24-09-2020,AMARILLO,1
15,24-12-2019,AMARILLO,1
14,29-03-2022,NARANJA,1
14,24-10-2021,AMARILLO,1
12,17-07-2022,NARANJA,1
14,02-12-2021,AMARILLO,1
12,18-05-2022,AMARILLO,1
12,18-06-2022,NARANJA,1
12,18-06-2022,ROJO,1
12,20-06-2022,ROJO,1
12,31-08-2022,NARANJA,1
12,31-08-2022,ROJO,1
13,27-05-2022,AMARILLO,1
13,31-05-2022,AMARILLO,1
14,02-01-2022,AMARILLO,1
14,02-01-2022,NARANJA,1
14,09-06-2022,AMARILLO,1
14,23-10-2021,AMARILLO,1
14,10-02-2022,AMARILLO,1
14,10-10-2021,AMARILLO,1
14,10-10-2021,NARANJA,1
14,13-12-2021,AMARILLO,1
14,13-12-2021,NARANJA,1
14,18-12-2021,AMARILLO,1
14,18-12-2021,NARANJA,1
14,19-03-2022,AMARILLO,1
14,20-07-2021,AMARILLO,1
14,21-09-2021,NARANJA,1
10,27-07-2020,AMARILLO,1
10,27-06-2022,AMARILLO,1
10,27-02-2020,AMARILLO,1
9,14-08-2020,AMARILLO,1
9,04-03-2021,AMARILLO,1
9,05-04-2022,AMARILLO,1
9,06-02-2022,AMARILLO,1
9,07-01-2022,NARANJA,1
9,07-02-2022,AMARILLO,1
9,09-09-2021,AMARILLO,1
9,10-09-2021,AMARILLO,1
9,11-07-2022,ROJO,1
9,11-11-2019,AMARILLO,1
9,12-02-2021,AMARILLO,1
9,16-11-2019,AMARILLO,1
9,03-04-2022,AMARILLO,1
9,17-05-2022,AMARILLO,1
9,17-11-2019,AMARILLO,1
9,18-02-2022,AMARILLO,1
9,18-05-2022,AMARILLO,1
9,18-05-2022,NARANJA,1
9,19-05-2022,AMARILLO,1
9,21-08-2020,NARANJA,1
9,21-09-2021,AMARILLO,1
9,22-05-2022,AMARILLO,1
9,22-06-2022,AMARILLO,1
9,03-04-2022,NARANJA,1
9,03-01-2022,ROJO,1
9,22-08-2020,NARANJA,1
8,10-05-2022,NARANJA,1
7,28-02-2022,AMARILLO,1
7,28-02-2022,NARANJA,1
7,29-03-2022,AMARILLO,1
7,29-03-2022,ROJO,1
7,30-06-2022,AMARILLO,1
7,31-03-2022,AMARILLO,1
8,02-09-2022,NARANJA,1
8,03-09-2022,AMARILLO,1
8,05-05-2022,AMARILLO,1
8,05-05-2022,NARANJA,1
8,12-06-2022,AMARILLO,1
9,03-01-2022,AMARILLO,1
8,13-06-2022,AMARILLO,1
8,13-06-2022,NARANJA,1
8,14-06-2022,NARANJA,1
8,17-05-2022,AMARILLO,1
8,17-05-2022,ROJO,1
8,20-06-2022,AMARILLO,1
8,21-06-2022,AMARILLO,1
9,02-01-2022,AMARILLO,1
9,02-06-2022,AMARILLO,1
9,02-06-2022,NARANJA,1
9,22-08-2020,AMARILLO,1
9,24-01-2020,AMARILLO,1
10,26-11-2021,ROJO,1
10,19-07-2021,AMARILLO,1
10,14-09-2020,AMARILLO,1
10,14-11-2019,AMARILLO,1
10,15-08-2020,AMARILLO,1
10,17-05-2020,AMARILLO,1
10,17-05-2020,NARANJA,1
10,18-02-2022,AMARILLO,1
10,18-09-2020,AMARILLO,1
10,18-09-2020,NARANJA,1
10,19-05-2022,AMARILLO,1
10,19-06-2022,AMARILLO,1
10,19-08-2020,AMARILLO,1
10,13-12-2019,AMARILLO,1
10,19-10-2019,AMARILLO,1
10,20-05-2022,NARANJA,1
10,20-12-2019,AMARILLO,1
10,21-08-2020,AMARILLO,1
10,21-12-2019,AMARILLO,1
10,23-10-2019,AMARILLO,1
10,24-02-2020,AMARILLO,1
10,24-02-2020,NARANJA,1
10,26-11-2021,AMARILLO,1
10,26-11-2021,NARANJA,1
10,14-06-2022,NARANJA,1
10,13-06-2022,NARANJA,1
9,26-06-2022,AMARILLO,1
10,06-05-2022,AMARILLO,1
9,26-08-2020,AMARILLO,1
9,29-05-2022,AMARILLO,1
9,31-08-2021,AMARILLO,1
10,02-01-2020,AMARILLO,1
10,02-01-2022,AMARILLO,1
10,02-01-2022,NARANJA,1
10,02-04-2020,AMARILLO,1
10,03-04-2020,AMARILLO,1
10,03-07-2020,AMARILLO,1
10,05-01-2021,NARANJA,1
10,06-06-2022,NARANJA,1
10,12-11-2020,AMARILLO,1
10,07-05-2020,AMARILLO,1
10,07-06-2022,NARANJA,1
10,07-11-2019,AMARILLO,1
10,08-01-2021,AMARILLO,1
10,09-12-2019,AMARILLO,1
10,09-12-2019,NARANJA,1
10,10-07-2021,AMARILLO,1
10,11-09-2022,NARANJA,1
10,12-07-2021,AMARILLO,1
10,12-08-2022,NARANJA,1
24,18-12-2021,NARANJA,1
24,19-05-2022,AMARILLO,1
45,23-03-2022,AMARILLO,1
37,13-07-2022,AMARILLO,1
37,21-10-2021,AMARILLO,1
37,21-12-2019,AMARILLO,1
37,22-06-2022,AMARILLO,1
37,23-10-2019,AMARILLO,1
37,23-10-2019,NARANJA,1
37,24-02-2020,AMARILLO,1
37,24-11-2019,ROJO,1
37,25-07-2022,AMARILLO,1
37,25-07-2022,NARANJA,1
37,25-07-2022,ROJO,1
37,26-10-2020,AMARILLO,1
37,27-08-2021,AMARILLO,1
37,27-12-2020,AMARILLO,1
37,27-12-2020,NARANJA,1
37,28-06-2022,AMARILLO,1
37,28-06-2022,NARANJA,1
37,28-12-2020,AMARILLO,1
37,29-06-2022,NARANJA,1
37,29-07-2020,AMARILLO,1
37,29-11-2020,AMARILLO,1
37,30-06-2020,AMARILLO,1
37,30-06-2020,NARANJA,1
37,30-11-2020,AMARILLO,1
37,21-10-2019,NARANJA,1
37,21-09-2021,AMARILLO,1
37,21-08-2021,ROJO,1
37,17-06-2022,AMARILLO,1
37,13-12-2021,NARANJA,1
37,14-11-2019,AMARILLO,1
37,14-11-2019,ROJO,1
37,14-12-2019,AMARILLO,1
37,14-12-2019,NARANJA,1
37,15-05-2020,AMARILLO,1
37,15-10-2020,AMARILLO,1
37,15-11-2020,AMARILLO,1
37,16-03-2020,AMARILLO,1
37,16-03-2020,NARANJA,1
37,17-12-2019,AMARILLO,1
37,21-04-2020,NARANJA,1
37,17-12-2019,NARANJA,1
37,18-02-2022,AMARILLO,1
37,18-02-2022,NARANJA,1
37,18-09-2020,NARANJA,1
37,18-10-2021,NARANJA,1
37,19-03-2020,AMARILLO,1
37,19-09-2020,AMARILLO,1
37,20-11-2019,AMARILLO,1
37,21-03-2022,AMARILLO,1
37,21-04-2020,AMARILLO,1
37,30-12-2020,AMARILLO,1
37,31-10-2020,AMARILLO,1
37,31-10-2020,NARANJA,1
38,18-06-2022,AMARILLO,1
38,13-03-2020,AMARILLO,1
38,13-03-2020,NARANJA,1
38,15-11-2020,AMARILLO,1
38,16-11-2019,AMARILLO,1
38,16-11-2021,AMARILLO,1
38,17-11-2019,AMARILLO,1
38,17-11-2019,NARANJA,1
38,17-11-2021,AMARILLO,1
38,17-12-2019,AMARILLO,1
38,17-12-2019,NARANJA,1
38,18-08-2021,NARANJA,1
38,12-06-2020,AMARILLO,1
38,19-02-2022,AMARILLO,1
38,19-05-2022,AMARILLO,1
38,19-07-2021,AMARILLO,1
38,20-10-2019,AMARILLO,1
38,21-11-2020,AMARILLO,1
38,21-11-2021,NARANJA,1
38,22-11-2019,AMARILLO,1
38,22-11-2021,NARANJA,1
38,23-05-2022,AMARILLO,1
38,23-06-2020,AMARILLO,1
38,13-02-2021,AMARILLO,1
38,11-07-2022,AMARILLO,1
38,01-11-2020,AMARILLO,1
38,06-05-2021,AMARILLO,1
38,02-01-2021,AMARILLO,1
38,02-06-2022,AMARILLO,1
38,02-09-2020,AMARILLO,1
38,02-11-2020,AMARILLO,1
38,04-05-2021,AMARILLO,1
38,04-06-2021,AMARILLO,1
38,05-05-2021,AMARILLO,1
38,05-05-2021,NARANJA,1
38,05-11-2021,AMARILLO,1
38,06-03-2021,NARANJA,1
38,06-06-2020,AMARILLO,1
38,11-07-2021,AMARILLO,1
38,06-07-2020,AMARILLO,1
38,06-07-2020,NARANJA,1
38,06-11-2021,AMARILLO,1
38,07-01-2022,AMARILLO,1
38,07-01-2022,NARANJA,1
38,07-09-2020,AMARILLO,1
38,08-05-2022,AMARILLO,1
38,10-07-2021,AMARILLO,1
38,11-06-2021,AMARILLO,1
38,11-06-2021,NARANJA,1
37,13-07-2022,ROJO,1
37,13-07-2020,AMARILLO,1
24,19-05-2022,NARANJA,1
37,13-06-2020,AMARILLO,1
36,19-10-2019,AMARILLO,1
36,20-07-2021,AMARILLO,1
36,20-11-2019,AMARILLO,1
36,20-11-2019,NARANJA,1
36,21-03-2022,AMARILLO,1
36,21-03-2022,NARANJA,1
36,21-04-2020,AMARILLO,1
36,21-04-2020,NARANJA,1
36,21-08-2020,AMARILLO,1
36,21-08-2020,NARANJA,1
36,21-11-2019,AMARILLO,1
36,22-03-2022,NARANJA,1
36,22-06-2020,AMARILLO,1
36,22-11-2020,AMARILLO,1
36,22-11-2020,NARANJA,1
36,23-08-2021,AMARILLO,1
36,23-08-2021,NARANJA,1
36,25-02-2021,AMARILLO,1
36,25-02-2021,NARANJA,1
36,25-07-2020,AMARILLO,1
36,25-07-2020,NARANJA,1
36,25-08-2021,NARANJA,1
36,26-08-2021,NARANJA,1
36,19-06-2022,AMARILLO,1
36,19-06-2020,NARANJA,1
36,19-06-2020,AMARILLO,1
36,16-04-2020,AMARILLO,1
36,13-12-2020,AMARILLO,1
36,13-12-2020,NARANJA,1
36,14-06-2022,AMARILLO,1
36,14-06-2022,NARANJA,1
36,14-08-2020,AMARILLO,1
36,14-08-2020,NARANJA,1
36,14-09-2020,AMARILLO,1
36,15-03-2020,AMARILLO,1
36,15-03-2020,NARANJA,1
36,16-03-2020,AMARILLO,1
36,16-07-2022,AMARILLO,1
36,18-11-2019,NARANJA,1
36,16-07-2022,NARANJA,1
36,16-10-2021,ROJO,1
36,17-05-2020,AMARILLO,1
36,17-05-2020,NARANJA,1
36,18-01-2021,AMARILLO,1
36,18-01-2021,NARANJA,1
36,18-09-2020,AMARILLO,1
36,18-10-2021,AMARILLO,1
36,18-10-2021,NARANJA,1
36,18-11-2019,AMARILLO,1
36,27-12-2020,AMARILLO,1
36,27-12-2020,NARANJA,1
36,27-12-2020,ROJO,1
37,09-12-2019,AMARILLO,1
37,05-01-2021,NARANJA,1
37,06-07-2020,AMARILLO,1
37,06-10-2021,NARANJA,1
37,07-12-2019,AMARILLO,1
37,08-02-2022,AMARILLO,1
37,08-09-2020,AMARILLO,1
37,08-10-2020,AMARILLO,1
37,09-06-2022,AMARILLO,1
37,09-09-2020,AMARILLO,1
37,09-09-2020,NARANJA,1
37,10-07-2022,AMARILLO,1
37,04-11-2019,NARANJA,1
37,10-09-2020,AMARILLO,1
37,11-02-2021,AMARILLO,1
37,11-03-2021,AMARILLO,1
37,11-06-2022,NARANJA,1
37,11-07-2020,AMARILLO,1
37,11-11-2019,AMARILLO,1
37,12-11-2020,AMARILLO,1
37,12-11-2020,NARANJA,1
37,12-11-2020,ROJO,1
